transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,month_name,year_month
T11439,U084,2024-03-21,Income,Bonus,17575.0,UPI,,Medicine,2024,3,mar.,2024-03
T4229,U016,2021-11-10,Expense,Travel,7527.0,UPI,AHMEDABAD,Fixed deposit,2021,11,nov.,2021-11
T0812,U065,2024-09-30,Income,Bonus,79248.0,UPI,Mumbai,,2024,9,sep.,2024-09
T10288,U103,2021-10-21,Expense,Entertainment,6155.0,Banktransfer,ahmedabad,EMI payment,2021,10,oct.,2021-10
T9694,U020,2022-08-26,Expense,Travel,3605.0,Bank Transfer,Delhi,Coffee,2022,8,ago.,2022-08
T11645,U086,2022-07-03,Expense,Utilities,9791.0,Card,Bangalore,xyz123,2022,7,jul.,2022-07
T12077,U059,2023-12-01,Expense,Entertainment,5605.0,Card,Hyderabad,Fixed deposit,2023,12,dic.,2023-12
T2788,U088,2021-02-19,Expense,Travel,6362.0,Bank Transfr,PUN,Shopping,2021,2,feb.,2021-02
T10834,U066,2021-03-26,Expense,Food,6819.0,Card,AHMEDABAD,Gym membership,2021,3,mar.,2021-03
T13842,U087,2023-05-04,Expense,Food,2829.0,Bank Transfer,AHM,Fixed deposit,2023,5,may.,2023-05
T12205,U071,2023-12-10,Expense,Education,445.0,Cash,,Online course,2023,12,dic.,2023-12
T10251,U078,2024-03-08,Expense,Utilities,8153.0,Cash,LUC,ATM withdrawal,2024,3,mar.,2024-03
T1737,U078,2024-04-03,Expense,Utilities,1401.0,Bank_Transfer,BANGALORE,Online course,2024,4,abr.,2024-04
T12371,U087,2022-12-11,Expense,Rent,8167.0,Bank Transfer,PUNE,ATM withdrawal,2022,12,dic.,2022-12
T9434,U135,2023-08-31,Expense,Rent,14941.0,Crd,jaipur,Uber ride,2023,8,ago.,2023-08
T2125,U136,2022-04-14,Expense,Rent,1300.0,Bank Transfer,LUCKNOW,,2022,4,abr.,2022-04
T3439,U027,2023-11-02,Expense,Food,272.0,UPI,lucknow,Coffee,2023,11,nov.,2023-11
T12363,U001,2023-11-10,Expense,Food,4839.0,Cash,mumbai,EMI payment,2023,11,nov.,2023-11
T10386,U032,2022-10-14,Expense,Rent,38710.0,Cash,AHMEDABAD,Gym membership,2022,10,oct.,2022-10
T5382,U141,2023-01-30,Expense,Food,4500.0,Bank_Transfer,HYD,xyz123,2023,1,ene.,2023-01
T4997,U052,2024-01-06,Expense,Food,226.0,UPI,kolkata,,2024,1,ene.,2024-01
T8994,U105,2024-07-07,Expense,Food,8129.0,Cash,Jaipur,...,2024,7,jul.,2024-07
T5186,U008,2023-01-28,Expense,Utilities,9406.0,Card,Jaipur,Gym membership,2023,1,ene.,2023-01
T4120,U125,2023-04-25,Expense,Rent,4452.0,Card,DELHI,EMI payment,2023,4,abr.,2023-04
T3844,U003,2022-07-14,Expense,Entertainment,5784.0,Card,Pune,Fixed deposit,2022,7,jul.,2022-07
T3507,U019,2024-02-14,Expense,Rent,5576.0,Cash,PUN,,2024,2,feb.,2024-02
T0939,U125,2021-05-29,Expense,Food,685.0,Unknown,Bangalore,Monthly rent payment,2021,5,may.,2021-05
T1160,U040,2022-10-24,Expense,Travel,7596.0,UPI,lucknow,ATM withdrawal,2022,10,oct.,2022-10
T9836,U017,2023-05-14,Expense,Food,833.0,Cash,Chennai,Uber ride,2023,5,may.,2023-05
T8969,U131,2024-05-26,Expense,Food,8831.0,Cash,bangalore,Restaurant dinner,2024,5,may.,2024-05
T7883,U091,2023-12-10,Income,Bonus,48899.0,UPI,,Medicine,2023,12,dic.,2023-12
T11916,U063,2022-10-27,Expense,Education,7364.0,Bank_Transfer,CHENNAI,EMI payment,2022,10,oct.,2022-10
T7473,U126,2024-03-23,Expense,Rent,8260.0,Cash,CHE,Fixed deposit,2024,3,mar.,2024-03
T13299,U098,2022-06-10,Expense,Rent,16911.0,Cash,HYD,Uber ride,2022,6,jun.,2022-06
T6503,U077,2022-03-27,Expense,Food,5319.0,UPI,Lucknow,Fixed deposit,2022,3,mar.,2022-03
T5476,U086,2021-12-28,Expense,Rent,5982.0,UPI,ahmedabad,,2021,12,dic.,2021-12
T2904,U046,2023-11-02,Income,Investment,55994.0,UPI,MUMBAI,Doctor consultation,2023,11,nov.,2023-11
T4950,U117,2023-01-16,Expense,Entertainment,943.0,Banktransfer,ahmedabad,Online course,2023,1,ene.,2023-01
T10181,U071,2022-06-07,Expense,Health,991.0,UPI,Lucknow,Coffee,2022,6,jun.,2022-06
T6145,U079,2024-03-20,Expense,Food,2969.0,Bank Transfer,LUC,Coffee,2024,3,mar.,2024-03
T10687,U005,2023-07-18,Expense,Entertainment,4279.0,Card,mumbai,Uber ride,2023,7,jul.,2023-07
T9838,U057,2023-09-18,Expense,Food,4921.0,Card,KOLKATA,Monthly rent payment,2023,9,sep.,2023-09
T8068,U017,2022-06-15,Income,Bonus,61153.0,Card,JAIPUR,Restaurant dinner,2022,6,jun.,2022-06
T13739,U119,2024-11-23,Expense,Food,4921.0,UPI,HYDERABAD,Restaurant dinner,2024,11,nov.,2024-11
T13633,U143,2022-11-22,Expense,Others,3418.0,Bank Transfer,JAIPUR,Books,2022,11,nov.,2022-11
T0274,U129,2021-05-07,Income,Salary,39567.0,Card,jaipur,Gym membership,2021,5,may.,2021-05
T5001,U148,2022-08-31,Income,Investment,74667.0,UPI,DEL,xyz123,2022,8,ago.,2022-08
T6818,U091,2021-10-17,Expense,Health,2633.0,Bank_Transfer,Bangalore,Books,2021,10,oct.,2021-10
T7076,U090,2021-12-22,Expense,Education,1934.0,UPI,Chennai,...,2021,12,dic.,2021-12
T6385,U034,2023-09-24,Expense,Food,913.0,Card,AHM,Online course,2023,9,sep.,2023-09
T7237,U083,2023-02-21,Expense,Education,7566.0,UPI,JAI,Doctor consultation,2023,2,feb.,2023-02
T7482,U105,2023-12-02,Income,Others,24464.0,Card,bangalore,Doctor consultation,2023,12,dic.,2023-12
T3441,U051,2023-04-20,Expense,Utilities,8410.0,Card,mumbai,!!!,2023,4,abr.,2023-04
T8583,U122,2023-03-22,Expense,Travel,3183.0,UPI,hyderabad,,2023,3,mar.,2023-03
T10167,U110,2021-08-17,Income,Others,74602.0,Crd,,Gym membership,2021,8,ago.,2021-08
T0281,U037,2024-08-16,Expense,Savings,5399.0,Card,Hyderabad,Petrol,2024,8,ago.,2024-08
T8456,U088,2023-07-01,Income,Investment,36331.0,Card,DEL,Internet bill,2023,7,jul.,2023-07
T3353,U105,2023-03-11,Expense,Entertainment,6762.0,Bank_Transfer,Jaipur,,2023,3,mar.,2023-03
T8689,U071,2021-10-08,Expense,Rent,1783.0,Unknown,PUNE,xyz123,2021,10,oct.,2021-10
T0082,U060,2022-11-29,Expense,Food,4578.0,Banktransfer,lucknow,xyz123,2022,11,nov.,2022-11
T13826,U130,2024-12-17,Expense,Health,2035.0,Unknown,JAIPUR,Gym membership,2024,12,dic.,2024-12
T4603,U116,2023-05-23,Expense,Travel,2374.0,UPI,HYDERABAD,Uber ride,2023,5,may.,2023-05
T6692,U134,2022-01-24,Expense,Travel,8666.0,Bank Transfr,Jaipur,ATM withdrawal,2022,1,ene.,2022-01
T0863,U059,2024-01-16,Expense,Education,4881.0,Cash,Ahmedabad,,2024,1,ene.,2024-01
T2551,U016,2023-08-04,Expense,Rent,9609.0,Card,Lucknow,Restaurant dinner,2023,8,ago.,2023-08
T0805,U044,2024-03-11,Expense,Food,2175.0,Card,,Medicine,2024,3,mar.,2024-03
T10495,U079,2024-07-21,Expense,Rent,5855.0,UPI,MUM,Movie tickets,2024,7,jul.,2024-07
T10314,U073,2022-03-11,Income,Bonus,74511.0,Cash,Chennai,Restaurant dinner,2022,3,mar.,2022-03
T12314,U117,2021-07-04,Income,Others,29690.0,UPI,,Restaurant dinner,2021,7,jul.,2021-07
T2222,U110,2022-08-08,Expense,Entertainment,694.0,Unknown,PUN,test,2022,8,ago.,2022-08
T4597,U032,2022-12-02,Expense,Rent,32595.0,UPI,DELHI,,2022,12,dic.,2022-12
T6022,U041,2021-11-01,Expense,Rent,5282.0,Card,Chennai,Shopping,2021,11,nov.,2021-11
T12219,U074,2022-01-14,Expense,Food,2622.0,UPI,Mumbai,,2022,1,ene.,2022-01
T9585,U021,2021-10-07,Income,Bonus,60194.0,Cash,lucknow,xyz123,2021,10,oct.,2021-10
T9515,U075,2022-09-27,Expense,Food,6565.0,Crd,,Internet bill,2022,9,sep.,2022-09
T6430,U046,2021-02-19,Income,Salary,12836.0,Card,Bangalore,Monthly rent payment,2021,2,feb.,2021-02
T5409,U010,2024-11-08,Expense,Education,463.0,UPI,jaipur,...,2024,11,nov.,2024-11
T5053,U040,2023-10-23,Expense,Food,5779.0,Cash,AHM,Monthly rent payment,2023,10,oct.,2023-10
T10762,U123,2022-08-06,Expense,Rent,24254.0,Cash,,Grocery shopping,2022,8,ago.,2022-08
T9081,U067,2024-04-30,Expense,Food,2451.0,Banktransfer,Delhi,Electricity bill,2024,4,abr.,2024-04
T4731,U007,2024-12-17,Expense,Travel,1709.0,UPI,HYD,,2024,12,dic.,2024-12
T13209,U001,2024-03-23,Expense,Travel,8514.0,Card,bangalore,,2024,3,mar.,2024-03
T12381,U065,2024-01-22,Expense,Food,999999.0,UPI,JAIPUR,Shopping,2024,1,ene.,2024-01
T11922,U099,2024-09-21,Expense,Travel,5916.0,Unknown,PUN,Medicine,2024,9,sep.,2024-09
T8232,U133,2024-04-07,Expense,Travel,8705.0,Bank Transfr,CHENNAI,Internet bill,2024,4,abr.,2024-04
T12366,U059,2022-12-09,Expense,Food,57.0,Cash,Jaipur,,2022,12,dic.,2022-12
T11806,U146,2024-06-25,Expense,Entertainment,-1000.0,UPI,kolkata,Coffee,2024,6,jun.,2024-06
T2547,U135,2023-05-22,Expense,Entertainment,2839.0,Bank Transfr,MUMBAI,EMI payment,2023,5,may.,2023-05
T4805,U003,2024-03-07,Expense,Food,291.0,Crd,LUCKNOW,Lunch,2024,3,mar.,2024-03
T2692,U022,2022-10-26,Expense,Food,1162.0,Banktransfer,LUC,,2022,10,oct.,2022-10
T7444,U006,2023-11-28,Expense,Utilities,8076.0,Card,hyderabad,test,2023,11,nov.,2023-11
T10263,U066,2022-10-03,Expense,Rent,5223.0,UPI,chennai,xyz123,2022,10,oct.,2022-10
T8244,U128,2024-08-07,Expense,Food,3559.0,Cash,,test,2024,8,ago.,2024-08
T10222,U121,2024-02-15,Income,Others,59288.0,UPI,MUMBAI,,2024,2,feb.,2024-02
T6340,U128,2021-06-19,Income,Salary,57527.0,Crd,BANGALORE,,2021,6,jun.,2021-06
T4372,U055,2023-08-14,Expense,Rent,6907.0,Unknown,Jaipur,asdfgh,2023,8,ago.,2023-08
T3347,U118,2022-08-30,Income,Bonus,38776.0,UPI,,asdfgh,2022,8,ago.,2022-08
T12208,U094,2023-10-21,Expense,Entertainment,853.0,UPI,Mumbai,Restaurant dinner,2023,10,oct.,2023-10
T10037,U124,2021-05-27,Expense,Travel,5867.0,UPI,jaipur,EMI payment,2021,5,may.,2021-05
T13065,U086,2024-04-20,Expense,Entertainment,1125.0,Cash,MUMBAI,Coffee,2024,4,abr.,2024-04
T10726,U066,2022-02-04,Income,Freelance,23590.0,Cash,pune,,2022,2,feb.,2022-02
T11186,U145,2024-11-21,Expense,Utilities,491.0,Bank Transfer,CHE,Lunch,2024,11,nov.,2024-11
T1993,U047,2024-10-07,Expense,Travel,9709.0,Banktransfer,DEL,Petrol,2024,10,oct.,2024-10
T10684,U094,2023-04-02,Expense,Utilities,7477.0,Bank Transfer,AHMEDABAD,Gym membership,2023,4,abr.,2023-04
T0630,U097,2024-12-17,Income,Investment,52875.0,Bank_Transfer,Delhi,,2024,12,dic.,2024-12
T13545,U113,2024-11-01,Expense,Health,7603.0,Card,Hyderabad,Gym membership,2024,11,nov.,2024-11
T9246,U030,2022-09-26,Expense,Health,5387.0,Bank Transfr,DELHI,Electricity bill,2022,9,sep.,2022-09
T4261,U021,2024-07-11,Expense,Food,4414.0,Unknown,KOL,,2024,7,jul.,2024-07
T13267,U122,2023-04-22,Expense,Utilities,6115.0,Banktransfer,,Gym membership,2023,4,abr.,2023-04
T5436,U022,2023-02-19,Expense,Food,6575.0,Card,DEL,Medicine,2023,2,feb.,2023-02
T9192,U016,2021-04-08,Expense,Health,9520.0,Bank Transfer,Kolkata,xyz123,2021,4,abr.,2021-04
T6072,U076,2022-03-25,Expense,Food,2345.0,Bank Transfr,CHENNAI,Doctor consultation,2022,3,mar.,2022-03
T5395,U118,2023-05-22,Expense,Food,1341.0,Bank_Transfer,PUNE,test,2023,5,may.,2023-05
T0111,U108,2023-02-23,Income,Salary,27431.0,Crd,Bangalore,Gym membership,2023,2,feb.,2023-02
T10368,U115,2022-08-18,Expense,Health,1906.0,Cash,,Electricity bill,2022,8,ago.,2022-08
T0442,U138,2021-05-17,Expense,Others,9157.0,UPI,Kolkata,Books,2021,5,may.,2021-05
T12234,U104,2024-12-20,Expense,Health,1233.0,UPI,PUN,Doctor consultation,2024,12,dic.,2024-12
T7544,U049,2023-08-25,Expense,Food,7992.0,UPI,Chennai,Monthly rent payment,2023,8,ago.,2023-08
T10004,U118,2022-08-17,Expense,Rent,49933.0,Banktransfer,PUN,,2022,8,ago.,2022-08
T5439,U114,2024-03-04,Expense,Food,4342.0,Card,Jaipur,xyz123,2024,3,mar.,2024-03
T2740,U070,2024-03-22,Expense,Food,5293.0,UPI,MUM,,2024,3,mar.,2024-03
T8747,U097,2024-02-29,Expense,Entertainment,2897.0,Bank_Transfer,HYD,Train ticket,2024,2,feb.,2024-02
T9229,U087,2023-11-10,Expense,Utilities,6977.0,Unknown,,asdfgh,2023,11,nov.,2023-11
T6854,U078,2022-12-03,Expense,Rent,4284.0,Bank Transfer,kolkata,misc,2022,12,dic.,2022-12
T11340,U081,2021-01-10,Expense,Food,1714.0,Bank Transfer,DEL,Uber ride,2021,1,ene.,2021-01
T5071,U093,2024-09-05,Income,Investment,24915.0,Cash,PUN,Petrol,2024,9,sep.,2024-09
T12398,U099,2022-08-12,Expense,Food,698.0,Crd,bangalore,Medicine,2022,8,ago.,2022-08
T12717,U031,2023-12-01,Expense,Health,6777.0,Cash,AHMEDABAD,xyz123,2023,12,dic.,2023-12
T5996,U044,2023-08-31,Expense,Entertainment,-1000.0,Card,,Gym membership,2023,8,ago.,2023-08
T13993,U064,2023-03-15,Expense,Food,3206.0,UPI,MUMBAI,...,2023,3,mar.,2023-03
T5336,U088,2022-09-09,Income,Freelance,23251.0,Card,LUCKNOW,,2022,9,sep.,2022-09
T3897,U105,2024-07-05,Expense,Food,3130.0,UPI,lucknow,...,2024,7,jul.,2024-07
T8336,U088,2023-07-09,Expense,Rent,5075.0,Bank Transfer,HYD,,2023,7,jul.,2023-07
T7721,U096,2022-05-22,Income,Investment,10440.0,Card,DELHI,!!!,2022,5,may.,2022-05
T11135,U033,2023-04-24,Income,Salary,32286.0,Crd,jaipur,,2023,4,abr.,2023-04
T12161,U128,2022-10-16,Expense,Rent,6814.0,Bank Transfer,CHENNAI,Petrol,2022,10,oct.,2022-10
T4828,U119,2021-03-03,Income,Freelance,25353.0,Bank Transfer,delhi,,2021,3,mar.,2021-03
T0846,U058,2021-10-17,Expense,Rent,6504.0,Cash,mumbai,asdfgh,2021,10,oct.,2021-10
T8069,U131,2021-01-07,Income,Others,79463.0,Cash,Ahmedabad,,2021,1,ene.,2021-01
T8647,U064,2021-03-02,Expense,Food,4340.0,Crd,KOLKATA,,2021,3,mar.,2021-03
T1939,U003,2023-10-26,Expense,Rent,2146.0,Cash,CHENNAI,...,2023,10,oct.,2023-10
T12304,U032,2022-10-11,Expense,Rent,13684.0,Cash,LUC,Restaurant dinner,2022,10,oct.,2022-10
T1524,U074,2024-07-14,Expense,Unknown,3772.0,Card,JAI,Uber ride,2024,7,jul.,2024-07
T1006,U133,2022-08-11,Expense,Food,2261.0,Cash,PUN,EMI payment,2022,8,ago.,2022-08
T6602,U083,2022-08-19,Expense,Rent,5827.0,UPI,DEL,Electricity bill,2022,8,ago.,2022-08
T6851,U023,2021-06-20,Expense,Food,4469.0,UPI,JAI,Uber ride,2021,6,jun.,2021-06
T12358,U084,2022-09-25,Expense,Utilities,7644.0,UPI,,,2022,9,sep.,2022-09
T13096,U141,2021-01-28,Expense,Utilities,6008.0,Bank Transfr,Kolkata,ATM withdrawal,2021,1,ene.,2021-01
T1612,U024,2022-08-06,Expense,Savings,7251.0,Cash,BAN,Online course,2022,8,ago.,2022-08
T0246,U115,2023-02-20,Expense,Food,2813.0,Cash,CHENNAI,,2023,2,feb.,2023-02
T8945,U124,2023-10-13,Expense,Utilities,1090.0,Cash,pune,,2023,10,oct.,2023-10
T4491,U039,2024-07-08,Expense,Health,6883.0,UPI,DELHI,Grocery shopping,2024,7,jul.,2024-07
T13925,U073,2023-12-19,Income,Freelance,50686.0,Cash,HYDERABAD,,2023,12,dic.,2023-12
T4891,U073,2023-08-25,Expense,Travel,4592.0,Bank_Transfer,jaipur,,2023,8,ago.,2023-08
T7668,U079,2022-08-05,Expense,Entertainment,3054.0,Cash,JAI,Shopping,2022,8,ago.,2022-08
T9368,U140,2023-11-22,Income,Salary,45815.0,Bank Transfr,CHE,Gym membership,2023,11,nov.,2023-11
T9299,U108,2021-06-02,Expense,Food,3785.0,Bank Transfer,Kolkata,,2021,6,jun.,2021-06
T1162,U098,2021-05-11,Expense,Education,8791.0,UPI,bangalore,Doctor consultation,2021,5,may.,2021-05
T6943,U037,2024-08-23,Expense,Utilities,2705.0,Banktransfer,HYDERABAD,Monthly rent payment,2024,8,ago.,2024-08
T4881,U022,2022-06-15,Expense,Food,8215.0,Bank Transfr,pune,Monthly rent payment,2022,6,jun.,2022-06
T2021,U007,2024-08-20,Expense,Food,4861.0,Cash,jaipur,Coffee,2024,8,ago.,2024-08
T4199,U064,2022-08-22,Expense,Entertainment,1951.0,Card,Jaipur,Electricity bill,2022,8,ago.,2022-08
T1997,U130,2023-12-22,Expense,Utilities,4656.0,Bank Transfr,Pune,Electricity bill,2023,12,dic.,2023-12
T3226,U039,2021-02-22,Expense,Food,2265.0,Cash,MUM,,2021,2,feb.,2021-02
T1801,U037,2021-10-06,Income,Others,61674.0,UPI,CHENNAI,EMI payment,2021,10,oct.,2021-10
T3616,U063,2024-04-11,Expense,Utilities,5559.0,Crd,chennai,Coffee,2024,4,abr.,2024-04
T4643,U112,2023-08-18,Expense,Food,1248.0,UPI,Bangalore,Train ticket,2023,8,ago.,2023-08
T7681,U041,2024-12-09,Income,Freelance,22156.0,Banktransfer,AHMEDABAD,Coffee,2024,12,dic.,2024-12
T12981,U036,2022-08-15,Expense,Education,2565.0,Cash,chennai,Lunch,2022,8,ago.,2022-08
T12510,U141,2023-11-19,Expense,Utilities,3444.0,UPI,bangalore,,2023,11,nov.,2023-11
T0703,U004,2023-02-21,Expense,Food,2759.0,UPI,,Internet bill,2023,2,feb.,2023-02
T11021,U086,2024-08-11,Income,Bonus,39095.0,Bank_Transfer,CHENNAI,Train ticket,2024,8,ago.,2024-08
T12081,U106,2022-01-05,Expense,Rent,5680.0,Card,KOLKATA,...,2022,1,ene.,2022-01
T6923,U031,2024-11-10,Income,Salary,61699.0,Card,KOL,,2024,11,nov.,2024-11
T0315,U062,2021-05-10,Expense,Rent,368.0,Cash,jaipur,,2021,5,may.,2021-05
T2333,U101,2022-05-02,Expense,Health,5578.0,Cash,Chennai,...,2022,5,may.,2022-05
T1317,U124,2021-03-30,Expense,Savings,8044.0,Card,Jaipur,,2021,3,mar.,2021-03
T2457,U066,2023-12-24,Expense,Savings,3788.0,Cash,Chennai,Monthly rent payment,2023,12,dic.,2023-12
T10902,U036,2022-05-18,Expense,Utilities,7543.0,Card,DELHI,Uber ride,2022,5,may.,2022-05
T11214,U085,2024-02-17,Expense,Entertainment,5409.0,Card,LUC,Monthly rent payment,2024,2,feb.,2024-02
T13362,U051,2023-02-05,Expense,Rent,5904.0,Card,,Medicine,2023,2,feb.,2023-02
T1058,U123,2022-07-26,Expense,Education,2763.0,UPI,pune,Fixed deposit,2022,7,jul.,2022-07
T12848,U050,2021-11-26,Expense,Travel,137.0,UPI,PUN,Petrol,2021,11,nov.,2021-11
T9305,U006,2021-04-15,Expense,Food,1520.0,Unknown,AHMEDABAD,Restaurant dinner,2021,4,abr.,2021-04
T10468,U023,2022-12-20,Expense,Entertainment,8005.0,Card,Lucknow,,2022,12,dic.,2022-12
T2090,U009,2022-03-10,Income,Investment,64672.0,UPI,Lucknow,xyz123,2022,3,mar.,2022-03
T12045,U028,2024-03-03,Expense,Food,2603.0,UPI,ahmedabad,Electricity bill,2024,3,mar.,2024-03
T5204,U058,2023-09-12,Expense,Savings,1437.0,Cash,JAIPUR,Train ticket,2023,9,sep.,2023-09
T13904,U141,2022-01-09,Expense,Food,3225.0,Crd,PUNE,misc,2022,1,ene.,2022-01
T0076,U040,2024-11-19,Expense,Travel,6068.0,UPI,CHE,EMI payment,2024,11,nov.,2024-11
T5079,U113,2022-01-24,Expense,Food,4352.0,Bank Transfer,jaipur,ATM withdrawal,2022,1,ene.,2022-01
T3404,U032,2023-10-18,Expense,Rent,14737.0,Crd,ahmedabad,,2023,10,oct.,2023-10
T4803,U039,2022-12-15,Income,Salary,26112.0,UPI,Mumbai,!!!,2022,12,dic.,2022-12
T10069,U063,2024-05-08,Expense,Travel,8617.0,UPI,ahmedabad,Coffee,2024,5,may.,2024-05
T9359,U053,2024-08-30,Expense,Food,9142.0,Cash,BANGALORE,Gym membership,2024,8,ago.,2024-08
T4285,U150,2023-03-01,Expense,Rent,7840.0,Cash,,,2023,3,mar.,2023-03
T1345,U046,2022-01-20,Expense,Education,4316.0,Banktransfer,Kolkata,Uber ride,2022,1,ene.,2022-01
T0093,U078,2024-11-03,Expense,Food,4016.0,UPI,Bangalore,misc,2024,11,nov.,2024-11
T8788,U140,2023-11-26,Expense,Utilities,999999999.0,UPI,AHM,,2023,11,nov.,2023-11
T3548,U012,2024-06-10,Expense,Food,1363.0,Unknown,bangalore,xyz123,2024,6,jun.,2024-06
T1821,U109,2023-06-16,Income,Investment,27837.0,Cash,Hyderabad,EMI payment,2023,6,jun.,2023-06
T5626,U092,2021-10-08,Expense,Food,3766.0,Unknown,KOLKATA,Coffee,2021,10,oct.,2021-10
T3145,U143,2024-11-26,Expense,Entertainment,5191.0,Bank Transfer,Pune,Online course,2024,11,nov.,2024-11
T0086,U113,2021-05-18,Expense,Utilities,2613.0,Cash,HYD,test,2021,5,may.,2021-05
T8148,U084,2022-01-17,Expense,Food,629.0,UPI,DEL,Doctor consultation,2022,1,ene.,2022-01
T11453,U055,2024-05-24,Expense,Travel,8912.0,Cash,mumbai,Monthly rent payment,2024,5,may.,2024-05
T11197,U085,2023-10-25,Expense,Rent,24643.0,Bank Transfer,DEL,,2023,10,oct.,2023-10
T9540,U094,2024-02-24,Expense,Travel,9928.0,Bank_Transfer,PUNE,Online course,2024,2,feb.,2024-02
T13897,U025,2021-08-01,Expense,Travel,2058.0,UPI,BANGALORE,Internet bill,2021,8,ago.,2021-08
T0405,U147,2023-12-07,Expense,Travel,558.0,Cash,chennai,Train ticket,2023,12,dic.,2023-12
T5838,U133,2022-02-22,Income,Others,12632.0,Cash,AHMEDABAD,asdfgh,2022,2,feb.,2022-02
T6743,U041,2021-01-16,Expense,Rent,35468.0,UPI,,asdfgh,2021,1,ene.,2021-01
T4088,U093,2023-03-22,Expense,Food,9481.0,Crd,JAIPUR,misc,2023,3,mar.,2023-03
T11712,U116,2023-09-27,Expense,Travel,6812.0,UPI,KOL,,2023,9,sep.,2023-09
T2777,U108,2021-02-27,Income,Freelance,77274.0,Bank Transfer,jaipur,Medicine,2021,2,feb.,2021-02
T1984,U099,2024-10-24,Income,Freelance,57382.0,UPI,chennai,test,2024,10,oct.,2024-10
T2500,U096,2022-12-18,Income,Salary,50892.0,UPI,Kolkata,Internet bill,2022,12,dic.,2022-12
T5805,U053,2022-08-10,Expense,Health,6178.0,UPI,CHENNAI,Internet bill,2022,8,ago.,2022-08
T13679,U029,2023-03-03,Expense,Travel,9605.0,Cash,Delhi,Monthly rent payment,2023,3,mar.,2023-03
T1917,U003,2022-06-30,Expense,Unknown,2798.0,Cash,,Electricity bill,2022,6,jun.,2022-06
T11566,U119,2024-09-02,Expense,Food,0.0,Bank Transfer,Jaipur,Lunch,2024,9,sep.,2024-09
T3677,U052,2024-01-28,Expense,Food,4826.0,UPI,jaipur,,2024,1,ene.,2024-01
T11706,U036,2021-07-17,Expense,Education,3065.0,Bank_Transfer,chennai,Online course,2021,7,jul.,2021-07
T9739,U051,2022-01-20,Expense,Travel,5272.0,Bank Transfer,Jaipur,Grocery shopping,2022,1,ene.,2022-01
T1145,U063,2021-06-28,Expense,Entertainment,6940.0,Card,Kolkata,,2021,6,jun.,2021-06
T4960,U044,2024-05-17,Expense,Travel,183.0,Cash,Jaipur,,2024,5,may.,2024-05
T1086,U037,2023-03-25,Expense,Rent,10392.0,Cash,Ahmedabad,,2023,3,mar.,2023-03
T10421,U101,2022-02-17,Income,Freelance,20394.0,UPI,HYDERABAD,Monthly rent payment,2022,2,feb.,2022-02
T1461,U119,2023-08-05,Expense,Education,4179.0,UPI,Mumbai,Fixed deposit,2023,8,ago.,2023-08
T7617,U033,2024-12-05,Expense,Rent,29543.0,Bank Transfer,Jaipur,Petrol,2024,12,dic.,2024-12
T5329,U116,2022-02-18,Expense,Food,3140.0,UPI,Hyderabad,test,2022,2,feb.,2022-02
T9207,U135,2022-05-09,Expense,Unknown,1315.0,UPI,Hyderabad,Train ticket,2022,5,may.,2022-05
T6873,U021,2023-04-15,Expense,Food,6907.0,Cash,PUN,Internet bill,2023,4,abr.,2023-04
T10692,U101,2022-07-13,Expense,Rent,4863.0,UPI,KOLKATA,ATM withdrawal,2022,7,jul.,2022-07
T13244,U108,2023-12-16,Expense,Health,7489.0,UPI,chennai,ATM withdrawal,2023,12,dic.,2023-12
T0732,U083,2023-10-03,Income,Investment,35320.0,Crd,MUM,,2023,10,oct.,2023-10
T11841,U015,2024-09-25,Expense,Entertainment,618.0,Cash,AHMEDABAD,Grocery shopping,2024,9,sep.,2024-09
T10050,U003,2023-05-31,Expense,Rent,45251.0,Card,Ahmedabad,EMI payment,2023,5,may.,2023-05
T11704,U129,2023-04-27,Expense,Education,3236.0,Cash,BANGALORE,Electricity bill,2023,4,abr.,2023-04
T8663,U063,2024-08-31,Expense,Health,1350.0,Cash,KOL,...,2024,8,ago.,2024-08
T2791,U122,2022-07-09,Expense,Food,2321.0,Card,JAI,Uber ride,2022,7,jul.,2022-07
T2732,U010,2021-09-13,Expense,Utilities,8292.0,Cash,DELHI,Books,2021,9,sep.,2021-09
T3890,U030,2023-09-01,Income,Salary,55883.0,Unknown,MUM,Medicine,2023,9,sep.,2023-09
T12734,U132,2024-03-06,Expense,Utilities,1582.0,Card,BANGALORE,test,2024,3,mar.,2024-03
T9522,U026,2022-04-10,Income,Salary,74036.0,UPI,Jaipur,Online course,2022,4,abr.,2022-04
T13552,U109,2023-11-21,Income,Investment,60888.0,Bank Transfer,Ahmedabad,Gym membership,2023,11,nov.,2023-11
T7396,U030,2022-07-29,Expense,Entertainment,7059.0,Card,jaipur,Internet bill,2022,7,jul.,2022-07
T0385,U076,2024-02-03,Expense,Food,7712.0,UPI,mumbai,Restaurant dinner,2024,2,feb.,2024-02
T8411,U006,2024-12-10,Expense,Travel,4369.0,Cash,Jaipur,Lunch,2024,12,dic.,2024-12
T3882,U033,2024-09-25,Expense,Food,3000.0,Cash,jaipur,Restaurant dinner,2024,9,sep.,2024-09
T8815,U036,2021-06-01,Expense,Travel,7086.0,Unknown,CHENNAI,Online course,2021,6,jun.,2021-06
